objectid,labid,sampleid,sievemeshsize,sievediameter,filtertype,filterporesize,filterdiameter,filterholder,kohdigestiontemp,wpodigestions,samplestorage,time,comments,b1separationtime,b2separationtime,kohdigestiontime,matrix,sizefraction
831,LabQ,LabQ_FT_3,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,20-212 um
832,LabQ,LabQ_FT_3,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,212-500 um
833,LabQ,LabQ_FT_3,500,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,>500 um
834,LabQ,LabQ_FT_4,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,20-212 um
835,LabQ,LabQ_FT_4,212,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,212-500 um
836,LabQ,LabQ_FT_4,500,3 inches,PCTE,20,47,Glass,45.0,-88,"on filters, dry",54.3,,-88.0,-88.0,48.0,SD,>500 um
837,LabG,LabG_SD_1,500,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,>500 um
838,LabG,LabG_SD_1,212,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,212-500 um
839,LabG,LabG_SD_1,-88,-88,polycarbonate,20,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,20-212 um
840,LabG,LabG_SD_1,-88,-88,polycarbonate,1,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,1-20 um
841,LabG,LabG_SD_2,500,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,>500 um
842,LabG,LabG_SD_2,212,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,212-500 um
843,LabG,LabG_SD_2,-88,-88,polycarbonate,20,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,20-212 um
844,LabG,LabG_SD_2,-88,-88,polycarbonate,1,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,1-20 um
845,LabG,LabG_SD_3,500,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,>500 um
846,LabG,LabG_SD_3,212,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,212-500 um
847,LabG,LabG_SD_3,-88,-88,polycarbonate,20,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,20-212 um
848,LabG,LabG_SD_3,-88,-88,polycarbonate,1,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,1-20 um
849,LabG,LabG_SD_4,500,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,>500 um
850,LabG,LabG_SD_4,212,8 inches,Cellulose Acetate,-88,-88,Glass,-88.0,-88,"on tape, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,212-500 um
851,LabG,LabG_SD_4,-88,-88,polycarbonate,20,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,20-212 um
852,LabG,LabG_SD_4,-88,-88,polycarbonate,1,25,Plastic- 6 well plates,-88.0,-88,"on filters, dry",28.0,Time includes overnight settling for all size classes within the sample as settling was done before size class fractioning. The 28 hours could be divided by 4 for each size class,2.0,24.0,-88.0,SD,1-20 um
853,LabM,LabM_DW_1,500,3 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",30.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 6 hours labwork; 2 overnights (12 hours each),-88.0,-88.0,-88.0,DW,>500 um
854,LabM,LabM_DW_1,212,8 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",30.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 6 hours labwork; 2 overnights (12 hours each),-88.0,-88.0,-88.0,DW,212-500 um
855,LabM,LabM_DW_2,500,3 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,>500 um
856,LabM,LabM_DW_2,212,8 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,212-500 um
857,LabM,LabM_DW_3,500,3 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,>500 um
858,LabM,LabM_DW_3,212,8 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,212-500 um
859,LabM,LabM_DW_4,500,3 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,>500 um
860,LabM,LabM_DW_4,212,8 inches,NA,-88,-88,NA,-88.0,1,"on glass petri, dry",45.0,cumulative across steps; originally sieved with 212; split into 500 and 212 after final WPO; 9 hours labwork; 3 overnights (12 hours each),-88.0,-88.0,-88.0,DW,212-500 um
861,LabM,LabM_FT_1,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,>500 um
862,LabM,LabM_FT_1,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,212-500 um
863,LabM,LabM_FT_1,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,FT,20-212 um
864,LabM,LabM_FT_1,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,FT,1-20 um
865,LabM,LabM_FT_2,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,>500 um
866,LabM,LabM_FT_2,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,212-500 um
867,LabM,LabM_FT_2,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,FT,20-212 um
868,LabM,LabM_FT_2,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,FT,1-20 um
869,LabM,LabM_FT_3,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,>500 um
870,LabM,LabM_FT_3,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,212-500 um
871,LabM,LabM_FT_3,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,FT,20-212 um
872,LabM,LabM_FT_3,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,FT,1-20 um
873,LabM,LabM_FT_4,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,>500 um
874,LabM,LabM_FT_4,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,FT,212-500 um
875,LabM,LabM_FT_4,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,FT,20-212 um
876,LabM,LabM_FT_4,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,FT,1-20 um
877,LabM,LabM_SD_1,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,>500 um
878,LabM,LabM_SD_1,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,212-500 um
879,LabM,LabM_SD_1,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,SD,20-212 um
880,LabM,LabM_SD_1,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,SD,1-20 um
881,LabM,LabM_SD_2,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,>500 um
882,LabM,LabM_SD_2,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,212-500 um
883,LabM,LabM_SD_2,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,SD,20-212 um
884,LabM,LabM_SD_2,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,SD,1-20 um
885,LabM,LabM_SD_3,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,>500 um
886,LabM,LabM_SD_3,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,212-500 um
911,LabBB,LabBB_FT_5,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
887,LabM,LabM_SD_3,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,SD,20-212 um
888,LabM,LabM_SD_3,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,SD,1-20 um
889,LabM,LabM_SD_4,500,3 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,>500 um
890,LabM,LabM_SD_4,212,8 inches,NA,-88,-88,NA,-88.0,NA,Dry; each fraction on glass petri,-88.0,,-88.0,-88.0,-88.0,SD,212-500 um
891,LabM,LabM_SD_4,20,3 inches,NA,-88,-88,NA,50.0,NA,Dry; each fraction on glass petri,18.0,"cumulative digestion & sieving across 3 sieves, drying; includes 6 hours lab (all FT samples together) and overnight dry (12 hours)",-88.0,-88.0,12.0,SD,20-212 um
892,LabM,LabM_SD_4,-88,Not applicable,Nylon membrane,1,47,glass,-88.0,NA,Dry,1.5,1.2 um filtration only; filtered but not analyzed,-88.0,-88.0,-88.0,SD,1-20 um
893,LabCC,LabCC_DW_1,500,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,>500 um
894,LabCC,LabCC_DW_1,250,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,250-500 um
895,LabCC,LabCC_DW_2,500,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,>500 um
896,LabCC,LabCC_DW_2,250,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,250-500 um
897,LabCC,LabCC_DW_3,500,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,Temperature spiked to 60 C during digestion,0.0,0.0,0.0,SD,>500 um
898,LabCC,LabCC_DW_3,250,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,250-500 um
899,LabCC,LabCC_DW_4,500,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,Some waterbath contamination while cooling beaker during digestion,0.0,0.0,0.0,SD,>500 um
900,LabCC,LabCC_DW_4,250,8 inches,polycarbonate,1,47,Plastic,0.0,2,Dry,4.75,,0.0,0.0,0.0,SD,250-500 um
901,LabBB,LabBB_DW_1,500,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 time with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,>500 um
902,LabBB,LabBB_DW_1,212,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 times with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,212-500 um
903,LabBB,LabBB_DW_2,500,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 time with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,>500 um
904,LabBB,LabBB_DW_2,212,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 times with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,212-500 um
905,LabBB,LabBB_DW_3,500,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 time with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,>500 um
906,LabBB,LabBB_DW_3,212,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 times with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,212-500 um
907,LabBB,LabBB_DW_4,500,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 time with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,>500 um
908,LabBB,LabBB_DW_4,212,8 inches,polycarbonate,20,44,Glass,-88.0,Digested 3 times with Fenton's reagent,"in glass container, wet",24.0,,-88.0,-88.0,-88.0,DW,212-500 um
909,LabBB,LabBB_FT_5,212,8 inches,polycarbonate,1,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
910,LabBB,LabBB_FT_5,212,8 inches,polycarbonate,10,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
912,LabBB,LabBB_FT_5,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,212-500 um
913,LabBB,LabBB_FT_5,500,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,>500 um
914,LabBB,LabBB_FT_6,212,8 inches,polycarbonate,1,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
915,LabBB,LabBB_FT_6,212,8 inches,polycarbonate,10,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
916,LabBB,LabBB_FT_6,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
917,LabBB,LabBB_FT_6,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,212-500 um
918,LabBB,LabBB_FT_6,500,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,>500 um
919,LabBB,LabBB_FT_7,212,8 inches,polycarbonate,1,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
920,LabBB,LabBB_FT_7,212,8 inches,polycarbonate,10,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
921,LabBB,LabBB_FT_7,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
922,LabBB,LabBB_FT_7,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,212-500 um
923,LabBB,LabBB_FT_7,500,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,>500 um
924,LabBB,LabBB_FT_8,212,8 inches,polycarbonate,1,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
925,LabBB,LabBB_FT_8,212,8 inches,polycarbonate,10,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
926,LabBB,LabBB_FT_8,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"on filters, dry",80.0,,-88.0,-88.0,72.0,FT,1-20 um
927,LabBB,LabBB_FT_8,212,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,212-500 um
928,LabBB,LabBB_FT_8,500,8 inches,polycarbonate,20,44,Glass,45.0,No,"in glass container, wet",80.0,,-88.0,-88.0,72.0,FT,>500 um
929,LabCC,LabCC_SD_1,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,>500 um
930,LabCC,LabCC_SD_1,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,250-500 um
931,LabCC,LabCC_SD_1,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,20-250 um
932,LabCC,LabCC_SD_2,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,>500 um
933,LabCC,LabCC_SD_2,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,250-500 um
934,LabCC,LabCC_SD_2,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,20-250 um
935,LabCC,LabCC_SD_3,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,>500 um
936,LabCC,LabCC_SD_3,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,250-500 um
937,LabCC,LabCC_SD_3,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,20-250 um
938,LabCC,LabCC_SD_4,500,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,>500 um
939,LabCC,LabCC_SD_4,250,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,250-500 um
940,LabCC,LabCC_SD_4,20,8 inches,polycarbonate,1,47,Plastic,0.0,0,Dry,28.5,B1 two density separationes each for 2 hours; B2 desnity separation occurred overnight,4.0,24.0,0.0,SD,20-250 um
941,LabCC,LabCC_FT_1,500,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,>500 um
942,LabCC,LabCC_FT_1,250,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,250-500 um
943,LabCC,LabCC_FT_2,500,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,>500 um
944,LabCC,LabCC_FT_2,250,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,250-500 um
945,LabCC,LabCC_FT_3,500,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,>500 um
946,LabCC,LabCC_FT_3,250,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,250-500 um
947,LabCC,LabCC_FT_4,500,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,>500 um
948,LabCC,LabCC_FT_4,250,8 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,250-500 um
949,LabCC,LabCC_FT_1,20,9 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,20-250 um
950,LabCC,LabCC_FT_1,20,10 inches,polycarbonate,10,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,10-20 um
951,LabCC,LabCC_FT_1,20,11 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,1-10 um
952,LabCC,LabCC_FT_2,20,9 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,20-250 um
953,LabCC,LabCC_FT_2,20,10 inches,polycarbonate,10,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak;Some sample spilled during filtering,0.0,0.0,48.0,FT,10-20 um
954,LabCC,LabCC_FT_2,20,11 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,1-10 um
955,LabCC,LabCC_FT_3,20,9 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,20-250 um
1038,LabL,LabL_SD_6,500,3,glassfiber,500,47,Petri dish (polystyrene),45.0,"Density separation, NaI","on filters, dry",624.0,The samples were stored 624 h before visual analysis,0.25,0.25,-88.0,SD,>500 um
956,LabCC,LabCC_FT_3,20,10 inches,polycarbonate,10,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,10-20 um
957,LabCC,LabCC_FT_3,20,11 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,1-10 um
958,LabCC,LabCC_FT_4,20,9 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,20-250 um
959,LabCC,LabCC_FT_4,20,10 inches,polycarbonate,10,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,10-20 um
960,LabCC,LabCC_FT_4,20,11 inches,polycarbonate,1,47,Plastic,45.0,0,Dry,4.4,Did one round of KOH digestion and one round of detergent soak,0.0,0.0,48.0,FT,1-10 um
961,LabR,LabR_SD_5,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p3
962,LabR,LabR_SD_5,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p5
963,LabR,LabR_SD_5,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p3
964,LabR,LabR_SD_5,45,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,45-250 um-1p5
965,LabR,LabR_SD_6,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p3
966,LabR,LabR_SD_6,250,3.5 inches,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,250-1000 um-1p5
